rating,date,variation,verified_reviews,feedback,lower_text,remove_punc,remove_emoji,tokenized_string,remove_stopword
5,30-Jul-18,Heather Gray Fabric,"This is my first digital assistant so I'm giving this a good review. Speaker is really good for the cheap price on Prime day. Fun to play with and can be used as an alarm clock (That's what I was going to get in the first place, but I ended up with Echo). If you haven't had a go with one then definitely try it!What I like best is the number of other devices that it can connect with. My purchase came with a Smart Plug for $10 which I connect my lamp to. Alexa, turn of the lights!",1,"this is my first digital assistant so i'm giving this a good review. speaker is really good for the cheap price on prime day. fun to play with and can be used as an alarm clock (that's what i was going to get in the first place, but i ended up with echo). if you haven't had a go with one then definitely try it!what i like best is the number of other devices that it can connect with. my purchase came with a smart plug for $10 which i connect my lamp to. alexa, turn of the lights!",this is my first digital assistant so im giving this a good review speaker is really good for the cheap price on prime day fun to play with and can be used as an alarm clock thats what i was going to get in the first place but i ended up with echo if you havent had a go with one then definitely try itwhat i like best is the number of other devices that it can connect with my purchase came with a smart plug for 10 which i connect my lamp to alexa turn of the lights,this is my first digital assistant so im giving this a good review speaker is really good for the cheap price on prime day fun to play with and can be used as an alarm clock thats what i was going to get in the first place but i ended up with echo if you havent had a go with one then definitely try itwhat i like best is the number of other devices that it can connect with my purchase came with a smart plug for 10 which i connect my lamp to alexa turn of the lights,"['this', 'is', 'my', 'first', 'digital', 'assistant', 'so', 'im', 'giving', 'this', 'a', 'good', 'review', 'speaker', 'is', 'really', 'good', 'for', 'the', 'cheap', 'price', 'on', 'prime', 'day', 'fun', 'to', 'play', 'with', 'and', 'can', 'be', 'used', 'as', 'an', 'alarm', 'clock', 'thats', 'what', 'i', 'was', 'going', 'to', 'get', 'in', 'the', 'first', 'place', 'but', 'i', 'ended', 'up', 'with', 'echo', 'if', 'you', 'havent', 'had', 'a', 'go', 'with', 'one', 'then', 'definitely', 'try', 'itwhat', 'i', 'like', 'best', 'is', 'the', 'number', 'of', 'other', 'devices', 'that', 'it', 'can', 'connect', 'with', 'my', 'purchase', 'came', 'with', 'a', 'smart', 'plug', 'for', '10', 'which', 'i', 'connect', 'my', 'lamp', 'to', 'alexa', 'turn', 'of', 'the', 'lights']",first digital assistant im giving good review speaker really good cheap price prime day fun play used alarm clock thats going get first place ended echo havent go one definitely try itwhat like best number devices connect purchase came smart plug 10 connect lamp alexa turn lights
5,30-Jul-18,Charcoal Fabric,My husband likes being able to use it to listen to music.  I wish we knew all it's capabilities,1,my husband likes being able to use it to listen to music.  i wish we knew all it's capabilities,my husband likes being able to use it to listen to music  i wish we knew all its capabilities,my husband likes being able to use it to listen to music  i wish we knew all its capabilities,"['my', 'husband', 'likes', 'being', 'able', 'to', 'use', 'it', 'to', 'listen', 'to', 'music', 'i', 'wish', 'we', 'knew', 'all', 'its', 'capabilities']",husband likes able use listen music wish knew capabilities
5,30-Jul-18,Charcoal Fabric,"My Android would not allow Alexa to connect. Fortunately, my sister was here with her Apple cell. After an hour+ tech support fixed the glitches. We are up and running.",1,"my android would not allow alexa to connect. fortunately, my sister was here with her apple cell. after an hour+ tech support fixed the glitches. we are up and running.",my android would not allow alexa to connect fortunately my sister was here with her apple cell after an hour tech support fixed the glitches we are up and running,my android would not allow alexa to connect fortunately my sister was here with her apple cell after an hour tech support fixed the glitches we are up and running,"['my', 'android', 'would', 'not', 'allow', 'alexa', 'to', 'connect', 'fortunately', 'my', 'sister', 'was', 'here', 'with', 'her', 'apple', 'cell', 'after', 'an', 'hour', 'tech', 'support', 'fixed', 'the', 'glitches', 'we', 'are', 'up', 'and', 'running']",android would allow alexa connect fortunately sister apple cell hour tech support fixed glitches running
4,30-Jul-18,Charcoal Fabric,So far so good,1,so far so good,so far so good,so far so good,"['so', 'far', 'so', 'good']",far good
5,30-Jul-18,Charcoal Fabric,Tried to play certain broadway shows like Camelot and it gives ne the group Camelot.,1,tried to play certain broadway shows like camelot and it gives ne the group camelot.,tried to play certain broadway shows like camelot and it gives ne the group camelot,tried to play certain broadway shows like camelot and it gives ne the group camelot,"['tried', 'to', 'play', 'certain', 'broadway', 'shows', 'like', 'camelot', 'and', 'it', 'gives', 'ne', 'the', 'group', 'camelot']",tried play certain broadway shows like camelot gives ne group camelot
5,30-Jul-18,Sandstone Fabric,Great,1,great,great,great,['great'],great
5,30-Jul-18,Walnut Finish,Very satisfied with the Echo. Alexa now controls the lights in my family room and my wife can listen to Jimmy Buffet by just asking Alexa.,1,very satisfied with the echo. alexa now controls the lights in my family room and my wife can listen to jimmy buffet by just asking alexa.,very satisfied with the echo alexa now controls the lights in my family room and my wife can listen to jimmy buffet by just asking alexa,very satisfied with the echo alexa now controls the lights in my family room and my wife can listen to jimmy buffet by just asking alexa,"['very', 'satisfied', 'with', 'the', 'echo', 'alexa', 'now', 'controls', 'the', 'lights', 'in', 'my', 'family', 'room', 'and', 'my', 'wife', 'can', 'listen', 'to', 'jimmy', 'buffet', 'by', 'just', 'asking', 'alexa']",satisfied echo alexa controls lights family room wife listen jimmy buffet asking alexa
2,30-Jul-18,Charcoal Fabric,"It's like Siri, in fact, Siri answers more accurately then Alexa.  I don't see a real need for it in my household, though it was a good bargain on prime day deals.",0,"it's like siri, in fact, siri answers more accurately then alexa.  i don't see a real need for it in my household, though it was a good bargain on prime day deals.",its like siri in fact siri answers more accurately then alexa  i dont see a real need for it in my household though it was a good bargain on prime day deals,its like siri in fact siri answers more accurately then alexa  i dont see a real need for it in my household though it was a good bargain on prime day deals,"['its', 'like', 'siri', 'in', 'fact', 'siri', 'answers', 'more', 'accurately', 'then', 'alexa', 'i', 'dont', 'see', 'a', 'real', 'need', 'for', 'it', 'in', 'my', 'household', 'though', 'it', 'was', 'a', 'good', 'bargain', 'on', 'prime', 'day', 'deals']",like siri fact siri answers accurately alexa dont see real need household though good bargain prime day deals
5,30-Jul-18,Charcoal Fabric,Love my Echo. Still learning how every thing works but having tons of fun.,1,love my echo. still learning how every thing works but having tons of fun.,love my echo still learning how every thing works but having tons of fun,love my echo still learning how every thing works but having tons of fun,"['love', 'my', 'echo', 'still', 'learning', 'how', 'every', 'thing', 'works', 'but', 'having', 'tons', 'of', 'fun']",love echo still learning every thing works tons fun
5,30-Jul-18,Heather Gray Fabric,I love you so much,1,i love you so much,i love you so much,i love you so much,"['i', 'love', 'you', 'so', 'much']",love much
3,30-Jul-18,Charcoal Fabric,No different than Apple. To play a specific list of music you must have an Amazon of Spotify “plus/prime/etc” account.  So you must pay to play “your” music.  3 stars for that reason.  Everything else is 👍🏻 .,1,no different than apple. to play a specific list of music you must have an amazon of spotify “plus/prime/etc” account.  so you must pay to play “your” music.  3 stars for that reason.  everything else is 👍🏻 .,no different than apple to play a specific list of music you must have an amazon of spotify “plusprimeetc” account  so you must pay to play “your” music  3 stars for that reason  everything else is 👍🏻 ,no different than apple to play a specific list of music you must have an amazon of spotify “plusprimeetc” account  so you must pay to play “your” music  3 stars for that reason  everything else is  ,"['no', 'different', 'than', 'apple', 'to', 'play', 'a', 'specific', 'list', 'of', 'music', 'you', 'must', 'have', 'an', 'amazon', 'of', 'spotify', 'plusprimeetc', 'account', 'so', 'you', 'must', 'pay', 'to', 'play', 'your', 'music', '3', 'stars', 'for', 'that', 'reason', 'everything', 'else', 'is', '']",different apple play specific list music must amazon spotify “plusprimeetc” account must pay play “your” music 3 stars reason everything else
5,30-Jul-18,Charcoal Fabric,"Excelente, lo unico es que no esta en español.",1,"excelente, lo unico es que no esta en español.",excelente lo unico es que no esta en español,excelente lo unico es que no esta en español,"['excelente', 'lo', 'unico', 'es', 'que', 'no', 'esta', 'en', 'español']",excelente lo unico es que esta en español
5,30-Jul-18,Charcoal Fabric,"I'm still learning how to use it, but so far my Echo is great! The sound is actually much better than I was expecting.",1,"i'm still learning how to use it, but so far my echo is great! the sound is actually much better than i was expecting.",im still learning how to use it but so far my echo is great the sound is actually much better than i was expecting,im still learning how to use it but so far my echo is great the sound is actually much better than i was expecting,"['im', 'still', 'learning', 'how', 'to', 'use', 'it', 'but', 'so', 'far', 'my', 'echo', 'is', 'great', 'the', 'sound', 'is', 'actually', 'much', 'better', 'than', 'i', 'was', 'expecting']",im still learning use far echo great sound actually much better expecting
5,30-Jul-18,Charcoal Fabric,Works as you’d expect and then some. Also good sound quality considering price (70.00 on sale) and features.,1,works as you’d expect and then some. also good sound quality considering price (70.00 on sale) and features.,works as you’d expect and then some also good sound quality considering price 7000 on sale and features,works as you’d expect and then some also good sound quality considering price 7000 on sale and features,"['works', 'as', 'you', 'd', 'expect', 'and', 'then', 'some', 'also', 'good', 'sound', 'quality', 'considering', 'price', '7000', 'on', 'sale', 'and', 'features']",works you’d expect also good sound quality considering price 7000 sale features
